,experiment count,level,index,model,prompting,scenario file path,log file path,success,generating time,video path
0,1,1,1,gemini-2.5-flash-preview-05-20,fs,../../src/esmini/gen_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_01.xosc,../../src/logs/20250608_170253_gemini_fs/log_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_01_success.txt,True,6.560298,../../src/logs/20250608_170253_gemini_fs/100m앞낙석이발생하는상황_01_01_01.mp4
1,1,1,2,gemini-2.5-flash-preview-05-20,fs,../../src/esmini/gen_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_02.xosc,../../src/logs/20250608_170253_gemini_fs/log_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_02_success.txt,True,22.658207,../../src/logs/20250608_170253_gemini_fs/갑작스러운보행자침입하는상황_01_01_02.mp4
2,1,1,3,gemini-2.5-flash-preview-05-20,fs,../../src/esmini/gen_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_03.xosc,../../src/logs/20250608_170253_gemini_fs/log_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_03_success.txt,True,5.931134,../../src/logs/20250608_170253_gemini_fs/강한햇빛으로인해시야확보불가상황_01_01_03.mp4
3,1,1,4,gemini-2.5-flash-preview-05-20,fs,../../src/esmini/gen_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_04.xosc,../../src/logs/20250608_170253_gemini_fs/log_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_04_success.txt,True,2.988812,../../src/logs/20250608_170253_gemini_fs/짙은안개로인한시야확보불가상황_01_01_04.mp4
4,1,1,5,gemini-2.5-flash-preview-05-20,fs,../../src/esmini/gen_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_05.xosc,../../src/logs/20250608_170253_gemini_fs/log_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_05_success.txt,True,14.364018,../../src/logs/20250608_170253_gemini_fs/2초뒤부터뒷차량이내차보다고속주행하는상황_01_01_05.mp4
5,1,1,6,gemini-2.5-flash-preview-05-20,fs,../../src/esmini/gen_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_06.xosc,../../src/logs/20250608_170253_gemini_fs/log_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_06_success.txt,True,8.491506,../../src/logs/20250608_170253_gemini_fs/갑작스러운차량차선변경으로인한간섭상황_01_01_06.mp4
6,1,1,7,gemini-2.5-flash-preview-05-20,fs,../../src/esmini/gen_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_07.xosc,../../src/logs/20250608_170253_gemini_fs/log_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_07_success.txt,True,6.380799,../../src/logs/20250608_170253_gemini_fs/도로중간에블랙아이스가존재하는상황_01_01_07.mp4
7,1,1,8,gemini-2.5-flash-preview-05-20,fs,../../src/esmini/gen_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_08.xosc,../../src/logs/20250608_170253_gemini_fs/log_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_08_success.txt,True,25.293769,../../src/logs/20250608_170253_gemini_fs/중앙선넘어반대편차선에서차량이주행하는상황_01_01_08.mp4
8,1,1,9,gemini-2.5-flash-preview-05-20,fs,../../src/esmini/gen_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_09.xosc,../../src/logs/20250608_170253_gemini_fs/log_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_09_success.txt,True,12.037327,../../src/logs/20250608_170253_gemini_fs/하나의차선에서바리케이드쳐져있는상황_01_01_09.mp4
9,1,1,10,gemini-2.5-flash-preview-05-20,fs,../../src/esmini/gen_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_10.xosc,../../src/logs/20250608_170253_gemini_fs/log_20250608_170253_gemini-2.5-flash-preview-05-20_fs_01_01_10_success.txt,True,9.434306,../../src/logs/20250608_170253_gemini_fs/사고난차량이정차되어있는상황_01_01_10.mp4
